route_name,ref_number,highway_type,distance_km,distance_category,quality_score,corridor_relevance,eHDT_suitability,is_major_highway,state_classification,key_waypoints,start_lat,start_lon,end_lat,end_lon,lanes,maxspeed,surface,toll,access
Hosur - Thally - Denkanikottai Road,SH17B,primary,0.03,Short (<100km),63.31,0.7324,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7306,77.8251,12.7308,77.825,,,,,
Hosur - Thally - Denkanikottai Road,SH17B,primary,0.03,Short (<100km),63.31,0.7324,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7309,77.8251,12.7307,77.8252,,,,,
Taluk Office Road,,primary,0.26,Short (<100km),63.31,0.7323,Good,True,TN_to_KA,No major waypoints identified,12.7326,77.8288,12.7349,77.8295,,,,,
Hosur - Thally - Denkanikottai Road,SH17B,primary,0.02,Short (<100km),63.31,0.7323,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7305,77.8252,12.7306,77.8251,,,,,
Hosur - Thally - Denkanikottai Road,SH17B,primary,0.01,Short (<100km),63.31,0.7323,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7307,77.8252,12.7306,77.8252,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.05,Short (<100km),63.3,0.7322,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7305,77.8252,12.7305,77.8252,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.08,Short (<100km),63.3,0.7322,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7305,77.8252,12.7298,77.825,,,,,
Hosur Inner Ring Road,SH208,primary,0.32,Short (<100km),63.3,0.7321,Good,True,TN_to_KA,HOSUR,12.7248,77.8192,12.7242,77.8221,,,asphalt,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.02,Short (<100km),63.3,0.732,Good,True,Within_TN,No major waypoints identified,12.9538,79.9598,12.9537,79.9599,,,,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.02,Short (<100km),63.3,0.732,Good,True,Within_TN,No major waypoints identified,12.9537,79.9599,12.9537,79.9597,,,,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.19,Short (<100km),63.3,0.732,Good,True,Within_TN,No major waypoints identified,12.955,79.9585,12.9538,79.9598,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.25,Short (<100km),63.3,0.7319,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7276,77.8245,12.7298,77.825,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.25,Short (<100km),63.3,0.7319,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7298,77.825,12.7276,77.8245,,,,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.2,Short (<100km),63.3,0.7319,Good,True,Within_TN,No major waypoints identified,12.9537,79.9597,12.955,79.9584,,,,,
Bangalore-Chittoor road,NH75,trunk,0.4,Short (<100km),63.3,0.5318,Good,True,TN_to_KA,"BANGALORE, CHITTOOR",13.1508,78.3855,13.1492,78.3888,2.0,80.0,asphalt,,yes
Taluk Office Road,,primary,0.06,Short (<100km),63.29,0.7316,Good,True,TN_to_KA,No major waypoints identified,12.7321,77.8286,12.7326,77.8288,,,,,
M G Road,,primary,0.45,Short (<100km),63.29,0.7316,Good,True,TN_to_KA,No major waypoints identified,12.7326,77.8288,12.7311,77.8327,,,,,
Nethaji Road,,primary,0.45,Short (<100km),63.29,0.7315,Good,True,TN_to_KA,No major waypoints identified,12.7309,77.8325,12.7321,77.8286,,,,,
Chennai – Pulicut Road,SH104,primary,0.03,Short (<100km),63.28,0.7314,Good,True,Within_TN,CHENNAI,13.4123,80.3134,13.4121,80.3132,,,,,
Doddaballapur Road,SH9,primary,0.19,Short (<100km),63.28,0.7314,Good,True,TN_to_KA,No major waypoints identified,13.3019,77.5509,13.3007,77.5497,2.0,60.0,asphalt,,
Chennai – Pulicut Road,SH104,primary,0.66,Short (<100km),63.28,0.7312,Good,True,Within_TN,CHENNAI,13.4179,80.3138,13.4123,80.3134,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.35,Short (<100km),63.28,0.7312,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7276,77.8245,12.7246,77.8236,,,,,
State Highway 3,SH3,primary,0.83,Short (<100km),63.27,0.7308,Good,True,TN_to_KA,No major waypoints identified,13.0639,77.2684,13.0711,77.27,2.0,,asphalt,,
SH-9,,primary,0.04,Short (<100km),63.27,0.7308,Good,True,TN_to_KA,No major waypoints identified,13.3018,77.5511,13.3019,77.5507,2.0,80.0,asphalt,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.77,Short (<100km),63.27,0.7307,Good,True,Within_TN,No major waypoints identified,12.9546,79.9502,12.9545,79.9571,,,asphalt,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.77,Short (<100km),63.27,0.7307,Good,True,Within_TN,No major waypoints identified,12.9544,79.9571,12.9545,79.9501,,,asphalt,,
Hosur Inner Ring Road,SH208,primary,0.15,Short (<100km),63.27,0.7307,Good,True,TN_to_KA,HOSUR,12.7242,77.8221,12.7239,77.8234,,,,,
Hosur Inner Ring Road,SH208,primary,0.15,Short (<100km),63.27,0.7307,Good,True,TN_to_KA,HOSUR,12.7238,77.8234,12.7242,77.8221,,,,,
Mulbagal - Chittoor Highway,NH75,trunk,0.99,Short (<100km),63.27,0.5309,Good,True,TN_to_KA,CHITTOOR,13.1512,78.3973,13.1491,78.3888,2.0,80.0,asphalt,,yes
Bangalore-Chittoor road,NH75,trunk,0.99,Short (<100km),63.27,0.5309,Good,True,TN_to_KA,"BANGALORE, CHITTOOR",13.1492,78.3888,13.1513,78.3973,2.0,80.0,asphalt,,yes
Chennai - Chittoor - Bangalore Road (Old NH4),SHU3,primary,1.25,Short (<100km),63.26,0.7306,Good,True,Within_TN,"CHENNAI, BANGALORE, CHITTOOR",12.963,79.9451,12.9694,79.951,,,,,
State Highway 3,SH3,primary,0.05,Short (<100km),63.26,0.7305,Good,True,TN_to_KA,No major waypoints identified,13.0711,77.27,13.0716,77.27,2.0,,asphalt,,
State Highway 3,SH3,primary,4.91,Short (<100km),63.26,0.7304,Good,True,TN_to_KA,No major waypoints identified,13.0716,77.27,13.1122,77.2594,2.0,,asphalt,,
Malur - Hosur Road,,primary,0.02,Short (<100km),63.26,0.7303,Good,True,TN_to_KA,HOSUR,12.9912,77.9343,12.9913,77.9344,,,,,
Malur - Hosur Road,,primary,0.17,Short (<100km),63.26,0.7303,Good,True,TN_to_KA,HOSUR,12.9913,77.9344,12.9928,77.9344,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.08,Short (<100km),63.26,0.7303,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7239,77.8235,12.7246,77.8236,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.08,Short (<100km),63.26,0.7303,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7246,77.8236,12.7239,77.8235,,,,,
Malur--Hosur Road,,primary,1.02,Short (<100km),63.26,0.7302,Good,True,TN_to_KA,HOSUR,12.9933,77.9344,13.0016,77.9379,,,,,
Medavakkam - Mambakkam - Sembakkam Road,SH110A,primary,1.07,Short (<100km),63.25,0.73,Good,True,Within_TN,No major waypoints identified,12.7695,80.1444,12.7687,80.1538,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.06,Short (<100km),63.25,0.7299,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7237,77.8234,12.7237,77.8234,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.54,Short (<100km),63.25,0.7299,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7191,77.8219,12.7237,77.8234,,,,,
Hosur Inner Ring Road,SH208,primary,0.19,Short (<100km),63.25,0.7299,Good,True,TN_to_KA,HOSUR,12.7238,77.8236,12.7234,77.8253,,,,,
Hosur Inner Ring Road,SH208,primary,0.19,Short (<100km),63.25,0.7299,Good,True,TN_to_KA,HOSUR,12.7233,77.8252,12.7238,77.8236,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.54,Short (<100km),63.25,0.7299,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7237,77.8235,12.7191,77.8219,,,,,
Hosur - Adiyamankottai Road,,primary,0.01,Short (<100km),63.24,0.7294,Good,True,TN_to_KA,HOSUR,12.7309,77.8326,12.7309,77.8325,,,,,
Madanapalle - Krisnakiri,NH42,trunk,0.1,Short (<100km),63.24,0.5294,Good,True,TN_to_KA,No major waypoints identified,12.8747,78.4076,12.8751,78.4084,,,,,
Jawaharlal Nehru Road,SH2,primary,0.0,Short (<100km),63.23,0.9293,Good,True,Within_TN,No major waypoints identified,13.0445,80.2124,13.0444,80.2124,,,,,
Hosur Inner Ring Road,SH208,primary,0.01,Short (<100km),63.23,0.729,Good,True,TN_to_KA,HOSUR,12.7233,77.8253,12.7233,77.8253,,,,,
Hosur Inner Ring Road,SH208,primary,0.02,Short (<100km),63.23,0.729,Good,True,TN_to_KA,HOSUR,12.7233,77.8253,12.7233,77.8253,,,,,
Hosur Inner Ring Road,SH208,primary,0.01,Short (<100km),63.23,0.729,Good,True,TN_to_KA,HOSUR,12.7233,77.8253,12.7233,77.8253,,,,,
Hosur Inner Ring Road,SH208,primary,0.09,Short (<100km),63.23,0.729,Good,True,TN_to_KA,HOSUR,12.7233,77.8253,12.7231,77.8261,,,,,
Madanapalle - Krisnakiri,NH42,trunk,3.54,Short (<100km),63.23,0.5292,Good,True,TN_to_KA,No major waypoints identified,12.8751,78.4084,12.8998,78.4272,2.0,,asphalt,,
Hosur Inner Ring Road,SH208,primary,0.09,Short (<100km),63.22,0.729,Good,True,TN_to_KA,HOSUR,12.7231,77.8261,12.7233,77.8253,,,,,
Old Mahabalipuram Road,SH49A,primary,2.1,Short (<100km),63.22,0.7289,Good,True,Within_TN,No major waypoints identified,12.7386,80.1929,12.7528,80.2049,3.0,,,,
SH-9,,primary,0.11,Short (<100km),63.22,0.7288,Good,True,TN_to_KA,No major waypoints identified,13.3048,77.5476,13.3055,77.5468,2.0,80.0,asphalt,,
SH-9,SH9,primary,0.96,Short (<100km),63.22,0.7288,Good,True,TN_to_KA,No major waypoints identified,13.3115,77.5419,13.3048,77.5476,2.0,80.0,asphalt,,
Hosur Inner Ring Road,SH208,primary,0.55,Short (<100km),63.22,0.7286,Good,True,TN_to_KA,HOSUR,12.7231,77.8261,12.7214,77.8307,,,,,
Koyambedu Flyover,,primary,0.0,Short (<100km),63.21,0.9283,Good,True,Within_TN,No major waypoints identified,13.0742,80.2,13.0741,80.2,,,,,
Medavakkam - Mambakkam - Sembakkam Road,SH110A,primary,1.93,Short (<100km),63.21,0.7286,Good,True,Within_TN,No major waypoints identified,12.7695,80.1444,12.7523,80.1429,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.59,Short (<100km),63.21,0.7285,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7142,77.82,12.7191,77.8219,,,,,
Hosur - Denkanikottai Road,SH17A,primary,2.22,Short (<100km),63.21,0.7285,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7191,77.8219,12.7014,77.8126,,,,,
SH-9,SH9,primary,0.84,Short (<100km),63.21,0.7283,Good,True,TN_to_KA,No major waypoints identified,13.3055,77.5468,13.3114,77.5419,2.0,80.0,asphalt,,
Bangalore-Chittoor road,NH75,trunk,0.52,Short (<100km),63.21,0.5283,Good,True,TN_to_KA,"BANGALORE, CHITTOOR",13.1513,78.3973,13.1533,78.4016,2.0,80.0,asphalt,,yes
Mulbagal - Chittoor Highway,NH75,trunk,0.52,Short (<100km),63.21,0.5283,Good,True,TN_to_KA,CHITTOOR,13.1532,78.4017,13.1512,78.3973,2.0,80.0,asphalt,,yes
Malur--Hosur Road,,primary,0.55,Short (<100km),63.2,0.7279,Good,True,TN_to_KA,HOSUR,13.0064,77.9387,13.0016,77.9379,,,,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,2.07,Short (<100km),63.18,0.7271,Good,True,Within_TN,No major waypoints identified,12.9669,79.9455,12.9816,79.937,,,asphalt,,
Chennai - Chittoor - Bangalore Road (Old NH4),SHU3,primary,0.45,Short (<100km),63.18,0.7271,Good,True,Within_TN,"CHENNAI, BANGALORE, CHITTOOR",12.9667,79.9455,12.9627,79.9452,,,,,
Hosur - Denkanikottai Road,SH17A,primary,1.63,Short (<100km),63.18,0.727,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7015,77.8126,12.7142,77.82,,,,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.44,Short (<100km),63.18,0.727,Good,True,Within_TN,No major waypoints identified,12.9556,79.9463,12.9546,79.9502,,,asphalt,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.08,Short (<100km),63.17,0.727,Good,True,Within_TN,No major waypoints identified,12.9545,79.9501,12.9548,79.9495,,,asphalt,,
Shiddalagatta Road,SH35,primary,0.03,Short (<100km),63.17,0.7268,Good,True,TN_to_KA,No major waypoints identified,13.2188,77.8327,13.2187,77.8325,,,,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.36,Short (<100km),63.17,0.7267,Good,True,Within_TN,No major waypoints identified,12.9548,79.9495,12.9556,79.9463,,,asphalt,,
Shiddalagatta Road,SH35,primary,6.54,Short (<100km),63.17,0.7267,Good,True,TN_to_KA,No major waypoints identified,13.2707,77.8488,13.2188,77.8327,,,,,
Bangalore-Chittoor road,NH75,trunk,0.03,Short (<100km),63.17,0.5269,Good,True,TN_to_KA,"BANGALORE, CHITTOOR",13.1533,78.4016,13.1534,78.4019,3.0,80.0,asphalt,,yes
Mulbagal - Chittoor Highway,NH75,trunk,0.04,Short (<100km),63.17,0.5268,Good,True,TN_to_KA,CHITTOOR,13.1533,78.402,13.1532,78.4017,3.0,80.0,asphalt,,yes
Bangalore-Chittoor road,NH75,trunk,0.36,Short (<100km),63.17,0.5268,Good,True,TN_to_KA,"BANGALORE, CHITTOOR",13.1534,78.4019,13.1556,78.4042,2.0,80.0,asphalt,,yes
Mulbagal - Chittoor Highway,NH75,trunk,0.37,Short (<100km),63.17,0.5267,Good,True,TN_to_KA,CHITTOOR,13.1556,78.4043,13.1533,78.402,2.0,80.0,asphalt,,yes
Chennai - Chittoor - Bangalore Road (Old NH4),,primary,0.02,Short (<100km),63.15,0.7261,Good,True,Within_TN,"CHENNAI, BANGALORE, CHITTOOR",12.9625,79.9453,12.9623,79.9454,,,,,
Chennai - Chittoor - Bangalore Road (Old NH4),,primary,0.03,Short (<100km),63.15,0.7261,Good,True,Within_TN,"CHENNAI, BANGALORE, CHITTOOR",12.9627,79.9452,12.9625,79.9453,,,,,
Chennai - Chittoor - Bangalore Road (Old NH4),SHU3,primary,0.04,Short (<100km),63.15,0.7261,Good,True,Within_TN,"CHENNAI, BANGALORE, CHITTOOR",12.9627,79.945,12.963,79.9451,,,,,
Hosur Inner Ring Road,SH208,primary,0.65,Short (<100km),63.15,0.7261,Good,True,TN_to_KA,HOSUR,12.7214,77.8307,12.7191,77.835,,,,,
Hosur Inner Ring Road,SH208,primary,0.75,Short (<100km),63.15,0.7261,Good,True,TN_to_KA,HOSUR,12.7196,77.8356,12.7214,77.8307,,,,,
Chennai - Chittoor - Bangalore Road (Old NH4),SHU3,primary,0.02,Short (<100km),63.15,0.7261,Good,True,Within_TN,"CHENNAI, BANGALORE, CHITTOOR",12.9623,79.9453,12.9624,79.9452,,,,,
Chennai - Chittoor - Bangalore Road (Old NH4),SHU3,primary,0.03,Short (<100km),63.15,0.726,Good,True,Within_TN,"CHENNAI, BANGALORE, CHITTOOR",12.9624,79.9452,12.9627,79.945,,,,,
Grand Northern Trunk Road (Old NH5),SHU17,primary,0.15,Short (<100km),63.15,0.726,Good,True,Within_TN,No major waypoints identified,13.3969,80.1327,13.3958,80.1325,,,,,
Bangalore-Chittoor road,NH75,trunk,1.85,Short (<100km),63.15,0.5259,Good,True,TN_to_KA,"BANGALORE, CHITTOOR",13.1556,78.4042,13.1718,78.4083,2.0,80.0,asphalt,,yes
Mulbagal - Chittoor Highway,NH75,trunk,1.85,Short (<100km),63.15,0.5259,Good,True,TN_to_KA,CHITTOOR,13.1718,78.4084,13.1556,78.4043,2.0,80.0,asphalt,,yes
Dabaspete - Hosur Highway,,primary,0.04,Short (<100km),63.14,0.7257,Good,True,TN_to_KA,HOSUR,13.3027,77.5074,13.3023,77.5074,2.0,,asphalt,,
Dabaspete - Hosur Highway,,primary,0.23,Short (<100km),63.14,0.7257,Good,True,TN_to_KA,HOSUR,13.3023,77.5074,13.3023,77.5053,2.0,,asphalt,,
Marmalong Bridge - Irumbuliyur - Vandalur - Mudichur - Oragadam - Walajabad Road,SH48,primary,5.87,Short (<100km),63.14,0.7256,Good,True,Within_TN,No major waypoints identified,12.8747,79.994,12.853,79.946,,,,,
Grand Northern Trunk Road (Old NH5),SHU17,primary,0.46,Short (<100km),63.14,0.7255,Good,True,Within_TN,No major waypoints identified,13.4004,80.1308,13.3969,80.1327,,,,,
Dabaspete - Hosur Highway,,primary,4.19,Short (<100km),63.13,0.7254,Good,True,TN_to_KA,HOSUR,13.3113,77.5414,13.3022,77.5043,2.0,,asphalt,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,0.06,Short (<100km),63.13,0.7253,Good,True,Within_TN,No major waypoints identified,12.9816,79.937,12.9821,79.9369,,,asphalt,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,3.88,Short (<100km),63.13,0.7253,Good,True,Within_TN,No major waypoints identified,12.9821,79.9369,13.0149,79.9274,,,asphalt,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.38,Short (<100km),63.13,0.7252,Good,True,Within_TN,No major waypoints identified,12.9556,79.9463,12.9558,79.9428,,,asphalt,,
Chennai - Tiruthani - Renigunta Road,SHU91,primary,2.14,Short (<100km),63.13,0.725,Good,True,Within_TN,CHENNAI,13.1367,79.9253,13.1432,79.9087,,,,,
Sarjapur Road,,primary,0.0,Short (<100km),63.12,0.9249,Good,True,TN_to_KA,No major waypoints identified,12.9243,77.6518,12.9243,77.6518,1.0,30.0,asphalt,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,0.09,Short (<100km),63.12,0.7247,Good,True,Within_TN,No major waypoints identified,13.0155,79.9269,13.0149,79.9274,,,,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,0.09,Short (<100km),63.12,0.7247,Good,True,Within_TN,No major waypoints identified,13.0149,79.9274,13.0155,79.9268,,,,,
Thandalam - Perambakkam - Thakkolam - Arugilpadi Road,SH50B,primary,0.03,Short (<100km),63.12,0.7246,Good,True,Within_TN,No major waypoints identified,13.0155,79.9271,13.0155,79.9268,,,,,
Thandalam - Perambakkam - Thakkolam - Arugilpadi Road,SH50B,primary,0.04,Short (<100km),63.12,0.7246,Good,True,Within_TN,No major waypoints identified,13.0156,79.9268,13.0155,79.9271,,,,,
Dabaspete - Hosur Highway,,primary,0.05,Short (<100km),63.11,0.7245,Good,True,TN_to_KA,HOSUR,13.3114,77.5418,13.3113,77.5414,2.0,,asphalt,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,0.09,Short (<100km),63.11,0.7245,Good,True,Within_TN,No major waypoints identified,13.0161,79.9264,13.0155,79.9269,,,,,
KEB Circle,NH648,primary,0.01,Short (<100km),63.11,0.7245,Good,True,TN_to_KA,No major waypoints identified,13.3114,77.5419,13.3114,77.5418,2.0,,asphalt,,
KEB Circle,NH648,primary,0.01,Short (<100km),63.11,0.7245,Good,True,TN_to_KA,No major waypoints identified,13.3115,77.5419,13.3114,77.5419,2.0,,asphalt,,
KEB Circle,NH648,primary,0.01,Short (<100km),63.11,0.7245,Good,True,TN_to_KA,No major waypoints identified,13.3114,77.5418,13.3115,77.5418,2.0,,asphalt,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,0.08,Short (<100km),63.11,0.7245,Good,True,Within_TN,No major waypoints identified,13.0155,79.9268,13.0161,79.9264,,,,,
Thandalam - Perambakkam - Thakkolam - Arugilpadi Road,SH50B,primary,8.4,Short (<100km),63.11,0.7245,Good,True,Within_TN,No major waypoints identified,13.0155,79.9268,13.0333,79.8533,,,,,
Thandalam - Perambakkam - Thakkolam - Arugilpadi Road,SH50B,primary,8.4,Short (<100km),63.11,0.7244,Good,True,Within_TN,No major waypoints identified,13.0333,79.8533,13.0156,79.9268,,,,,
KEB Circle,NH648,primary,0.02,Short (<100km),63.11,0.7244,Good,True,TN_to_KA,No major waypoints identified,13.3115,77.5418,13.3115,77.5419,2.0,,asphalt,,
SH-9,SH9,primary,0.44,Short (<100km),63.11,0.7244,Good,True,TN_to_KA,No major waypoints identified,13.3115,77.5418,13.314,77.5386,2.0,100.0,asphalt,,
Nandi Hills Road,SH74,primary,0.54,Short (<100km),63.11,0.7244,Good,True,TN_to_KA,No major waypoints identified,13.3138,77.5464,13.3116,77.5419,2.0,60.0,asphalt,,
Gauribidanur Road,SH9,primary,0.44,Short (<100km),63.11,0.7244,Good,True,TN_to_KA,No major waypoints identified,13.314,77.5387,13.3116,77.5418,2.0,80.0,asphalt,,
Rayakottai - Athipalli Road,SH85,primary,0.07,Short (<100km),63.11,0.7244,Good,True,TN_to_KA,No major waypoints identified,12.702,77.8122,12.7015,77.8125,,,,,
Rayakottai - Athipalli Road,SH85,primary,0.07,Short (<100km),63.11,0.7244,Good,True,TN_to_KA,No major waypoints identified,12.7014,77.8125,12.702,77.8122,,,,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,6.32,Short (<100km),63.11,0.7243,Good,True,Within_TN,No major waypoints identified,13.0161,79.9264,13.0703,79.9103,,,,,
Madanapalle - Krisnakiri,NH42,trunk,1.31,Short (<100km),63.11,0.5244,Good,True,TN_to_KA,No major waypoints identified,12.8998,78.4272,12.9059,78.4359,2.0,,asphalt,,
Hosur - Denkanikottai Road,SH17A,primary,0.86,Short (<100km),63.1,0.724,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.6954,77.8074,12.7013,77.8125,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.86,Short (<100km),63.1,0.724,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7013,77.8125,12.6954,77.8074,,,,,
Hosur Inner Ring Road,SH208,primary,1.24,Short (<100km),63.1,0.724,Good,True,TN_to_KA,HOSUR,12.7201,77.8361,12.7282,77.8433,,,,,
Hosur - Denkanikottai Road,SH17A,primary,0.06,Short (<100km),63.1,0.724,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.7014,77.8126,12.7014,77.8126,,,,,
Rayakottai - Athipalli Road,SH85,primary,0.07,Short (<100km),63.1,0.724,Good,True,TN_to_KA,No major waypoints identified,12.7008,77.8129,12.7013,77.8125,,,,,
Rayakottai - Athipalli Road,SH85,primary,0.07,Short (<100km),63.1,0.7239,Good,True,TN_to_KA,No major waypoints identified,12.7013,77.8126,12.7008,77.8129,,,,,
Hosur Inner Ring Road,SH208,primary,0.09,Short (<100km),63.1,0.7239,Good,True,TN_to_KA,HOSUR,12.7282,77.8434,12.7275,77.843,,,,,
Hosur Inner Ring Road,SH208,primary,1.16,Short (<100km),63.09,0.7238,Good,True,TN_to_KA,HOSUR,12.7275,77.843,12.72,77.8361,,,,,
Rayakottai - Athipalli Road,SH85,primary,12.24,Short (<100km),63.09,0.7236,Good,True,TN_to_KA,No major waypoints identified,12.6067,77.8599,12.7008,77.8129,,,,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.05,Short (<100km),63.09,0.7235,Good,True,Within_TN,No major waypoints identified,12.9562,79.9429,12.9558,79.943,,,asphalt,,
Nandi Hills Road,SH74,primary,0.18,Short (<100km),63.09,0.7235,Good,True,TN_to_KA,No major waypoints identified,13.3144,77.5479,13.3138,77.5464,2.0,60.0,asphalt,,
Hosur Inner Ring Road,SH208,primary,0.08,Short (<100km),63.09,0.7235,Good,True,TN_to_KA,HOSUR,12.7191,77.835,12.7196,77.8355,,,,,
Hosur Inner Ring Road,SH208,primary,0.07,Short (<100km),63.09,0.7235,Good,True,TN_to_KA,HOSUR,12.7197,77.8356,12.7201,77.8361,,,,,
Hosur Inner Ring Road,SH208,primary,0.06,Short (<100km),63.09,0.7234,Good,True,TN_to_KA,HOSUR,12.72,77.8361,12.7196,77.8357,,,,,
Bangalore-Chittoor road,NH75,trunk,0.04,Short (<100km),63.09,0.5236,Good,True,TN_to_KA,"BANGALORE, CHITTOOR",13.1718,78.4083,13.1722,78.4084,2.0,80.0,asphalt,,yes
Mulbagal - Chittoor Highway,NH75,trunk,0.04,Short (<100km),63.09,0.5236,Good,True,TN_to_KA,CHITTOOR,13.1722,78.4085,13.1718,78.4084,2.0,80.0,asphalt,,yes
Bangalore-Chittoor road,NH75,trunk,0.27,Short (<100km),63.09,0.5235,Good,True,TN_to_KA,"BANGALORE, CHITTOOR",13.1722,78.4084,13.1744,78.4094,2.0,80.0,asphalt,,yes
Mulbagal - Chittoor Highway,NH75,trunk,0.4,Short (<100km),63.09,0.5235,Good,True,TN_to_KA,CHITTOOR,13.1752,78.4104,13.1722,78.4085,2.0,80.0,asphalt,,yes
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.03,Short (<100km),63.08,0.7234,Good,True,Within_TN,No major waypoints identified,12.9558,79.9428,12.9558,79.9426,,,,,
Tambaram - Mudichur - Sriperumbudur Road,SH110,primary,0.03,Short (<100km),63.08,0.7233,Good,True,Within_TN,No major waypoints identified,12.9558,79.9426,12.9558,79.9423,,,,,
Grand Northern Trunk Road (Old NH5),SHU17,primary,3.95,Short (<100km),63.08,0.7232,Good,True,Within_TN,No major waypoints identified,13.4332,80.1205,13.4004,80.1308,,,,,
Hosur - Denkanikottai Road,SH17A,primary,3.74,Short (<100km),63.08,0.723,Good,True,TN_to_KA,"HOSUR, DENKANIKOTTAI",12.6954,77.8074,12.6695,77.7854,,,,,
Old Madras Road,NH75,trunk,0.14,Short (<100km),63.08,0.5231,Good,True,TN_to_KA,No major waypoints identified,13.1744,78.4094,13.1753,78.4104,2.0,,asphalt,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,0.16,Short (<100km),63.07,0.7228,Good,True,Within_TN,No major waypoints identified,12.9558,79.9417,12.9545,79.9411,,,,,
Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,SH57,primary,0.15,Short (<100km),63.07,0.7227,Good,True,Within_TN,No major waypoints identified,12.9545,79.9411,12.9558,79.9416,4.0,,,,
Gauribidanur Road,SH9,primary,2.24,Short (<100km),63.07,0.7227,Good,True,TN_to_KA,No major waypoints identified,13.333,77.5321,13.314,77.5387,2.0,80.0,asphalt,,
SH-9,SH9,primary,1.51,Short (<100km),63.07,0.7227,Good,True,TN_to_KA,No major waypoints identified,13.314,77.5386,13.3265,77.5333,2.0,100.0,asphalt,,
Old Madras Road,NH75,trunk,0.25,Short (<100km),63.07,0.5227,Good,True,TN_to_KA,No major waypoints identified,13.1753,78.4104,13.1767,78.4122,2.0,,asphalt,,
Old Madras Road,NH75,trunk,13.91,Short (<100km),63.07,0.5227,Good,True,TN_to_KA,No major waypoints identified,13.1965,78.5315,13.1752,78.4104,2.0,,asphalt,,
